WORD,LastCell
C1GLJ7,Oxidation (M)
A0A0A0HV09,Carbamidomethylation
A0A0A0HRG7,Acetylation (N-term);Methylation(KR)
C1GDG5,Phosphorylation (STY);Sodium adduct
C1G1F2,Acetylation (K);Formylation;Carbamidomethylation;Deamidation (NQ);Dehydration
C1GDJ1,Carbamidomethylation;Oxidation (M)
C1GG12,Deamidation (NQ);Dimethylation(KR)
C1G892,Oxidation (M)
A0A0A0HWB1,Carbamidomethylation
C1FYW9,Dehydration;Methylation(KR)
C1GKC9,Replacement of proton by lithium
C1GCI0,Oxidation (M)
C1G1C8,Carbamidomethylation
C1GDU6,Carbamidomethylation
C1GLB8,Replacement of 2 protons by calcium
C1G1F2,Trifluoroleucine
C1G4I1,Acetylation (N-term);Acetylation (K);Oxidation (M)
C1GL98,Diethylation
C1GMT5,Oxidation (M)
C1FYF8,Methylation(KR);Phosphorylation (STY);Deamidation (NQ);Acetylation (K);Oxidation (M)
C1G389,Carbamidomethylation
C1G0P0,Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY);Oxidation (M);Dihydroxy
C1G746,Oxidation (M)
C1GB04,Carbamidomethylation;Biotinylation
C1G989,Acetylation (K)
C1G1F2,Deamidation (R)
C1GGW3,Carbamidomethylation
C1G8G0,Oxidation (M);Deamidation (NQ);Acetylation (K);Carboxylation (DKW)
C1GBJ3,Acetylation (K)
C1GMH1,Michael addition with methylamine
C1G9P8,Oxidation (M);Carbamidomethylation
C1GN32,Deamidation (NQ);Sulfation;Sodium adduct;Phosphorylation (STY);Dehydration
C1G5F6,Replacement of proton by lithium
A0A0A0HWM5,Acetylation (N-term);Deamidation (NQ);Carbamidomethylation;Methylation(KR);Phosphorylation (STY)
C1GBT0,Deamidation (NQ);Acetylation (K)
C1G0G1,Carbamylation
C1G4T3,Phosphorylation (STY);Acetylation (K);Carbamylation
C1G7K8,Acetylation (N-term);Sulfation;Deamidation (NQ);Methylation(KR);HexNAcylation (N)
C1G989,Deamidation (NQ);Carbamidomethylation
C1GJI0,Sodium adduct;Methylation(KR);Phosphorylation (STY)
C1GI58,Oxidation (M)
C1G2H3,Oxidation (M);Carbamidomethylation
C1G791,Acetylation (N-term);Acetylation (K);Dimethylation(KR);Carbamylation;Phosphorylation (STY);Oxidation (M)
C1G8P1,Deamidation (NQ)
C1GB62,Methylation(KR);Deamidation (NQ)
C1G0I9,Deamidation (NQ)
C1G1F2,Dehydration;Methylation(KR)
C1GBJ3,Deamidation (NQ)
C1GLB8,Acetylation (K)
C1GL49,Oxidation (M);Carbamidomethylation
C1GKC9,Phosphorylation (STY);Deamidation (NQ);Methylation(KR);Carbamylation;Dihydroxy
C1G3C4,Carbamylation
C1G352,Carbamidomethylation
C1GBS0,Oxidation (M)
C1GA17,Formylation
C1GCF0,Acetylation (N-term)
C1GJ33,Oxidation (M)
C1GJD0,Methylation(others)
C1GHK4,Phosphorylation (STY);Methylation(KR);Dehydration;Carboxylation (DKW)
C1G989,Sodium adduct;Methylation(KR)
C1GHV2,Oxidation (M);Deamidation (NQ);Carbamidomethylation
C1G0P0,Deoxy
C1GHS5,Carbamidomethylation
C1GJT7,2-amino-3-oxo-butanoic_acid
C1G8G0,Methylation(KR)
C1GLB8,Deamidation (NQ)
A0A0A0HRM5,Oxidation (M)
C1GI20,Acetylation (N-term);Phosphorylation (STY)
C1GLB8,Phosphorylation (STY);Formylation;Dimethylation(KR);Biotinylation
C1GJH8,Lysine oxidation to aminoadipic semialdehyde
C1GKC9,Replacement of 2 protons by calcium
C1G9P8,Methylation(KR);Dehydration;Biotinylation
C1GJI0,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Oxidation (M)
C1GKV7,Oxidation (M)
C1FZT8,Dihydroxy methylglyoxal adduct
C1G4D1,Phosphorylation (STY);Methylation(KR)
C1GK99,Deamidation (NQ);Carbamidomethylation
C1GL98,Sodium adduct;Acetylation (K);Phosphorylation (STY)
C1GAC4,Acetylation (Protein N-term)
C1G241,Oxidation (M)
C1G7Z1,Oxidation (M)
C1G3B1,Oxidation (M);Carbamidomethylation
C1GJH8,Acetylation (Protein N-term)
C1G6U5,Carbamidomethylation;Methylation(KR);Deamidation (R);Dehydration;Oxidation (M)
C1GJI0,Acetylation (N-term);Acetylation (K);Deamidation (NQ);Carbamylation;Phosphorylation (STY);Carbamidomethylation
C1FZL2,Oxidation (M)
C1G9D7,Oxidation (M)
C1GKQ6,Oxidation (M)
C1GMM2,Carbamidomethylation
C1GHK4,Dehydration;Acetylation (K);Methylation(KR);Oxidation (M)
C1GGQ3,Carbamidomethylation
C1GN32,Replacement of proton by copper
C1GLB8,Amidation
C1GK60,Carbamylation
C1GHL1,Oxidation (M)
C1GBF1,Carbamylation;Deamidation (NQ)
C1G1F2,Acetylation (N-term);Formylation;Acetylation (K);Dimethylation(KR);Carboxylation (DKW)
C1G4T3,Dimethylation(KR);Phosphorylation (STY)
C1G7T4,Oxidation (M);Acetylation (K)
C1G6K0,Arginine oxidation to glutamic semialdehyde
C1GBL0,Oxidation (M)
A0A0A0HVQ5,Oxidation (M)
C1G3V5,Formylation
A0A0A0HTB4,Acetylation (N-term)
C1GBF1,Deamidation (NQ);Acetylation (K)
C1G784,Deamidation (NQ)
C1GLV0,Oxidation (M)
A0A0A0HX82,Deamidation (NQ)
C1G953,Phosphorylation (STY);Deamidation (NQ);Methylation(KR);Amidation;Sodium adduct
C1G571,Carbamidomethylation;Oxidation (M)
C1GII4,Phosphorylation (STY);Deamidation (NQ);Dehydration
A0A0A0HV09,Methylation(KR);Dehydration
C1GKC9,Acetylation (K)
C1GBD8,Oxidation (M)
C1G6B9,Oxidation (M);Deamidation (NQ)
C1GBJ2,Dimethylation(KR)
C1GMZ1,Oxidation (M);Deamidation (NQ)
C1G411,Carbamidomethylation
C1GAM1,Oxidation (M);Carbamidomethylation;Methylation(KR);Deamidation (NQ)
C1GLT7,Carbamidomethylation;Oxidation (M)
C1G391,Replacement of 2 protons by calcium
C1G5V0,Acetylation (N-term);Dihydroxy
C1GKC9,Deamidation (NQ);Amidation;Methylation(KR);Phosphorylation (STY);Oxidation (M)
C1GKU6,Deamidation (NQ)
C1GBT4,Deamidation (NQ)
C1G1E5,Carbamidomethylation;Oxidation (M)
C1GDP1,Carbamidomethylation
C1GKC9,Deamidation (R)
C1GIJ5,Oxidation (M)
A0A0A0HV38,Oxidation (M)
C1G4L1,Oxidation (M)
C1GM08,Phosphorylation (STY);Myristoylation
C1G0P4,Carbamidomethylation
C1GCG7,Carbamidomethylation;Ammonia-loss (N);Sodium adduct
A0A0A0HTA9,Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY);Oxidation (M);Carboxylation (E)
C1GI20,Carboxylation (DKW)
C1GBH3,Oxidation (M)
C1G1F2,Acetylation (Protein N-term);Deamidation (NQ)
C1GJD3,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Oxidation (M)
C1GC21,Sodium adduct
C1GAT8,Deamidation (NQ);Carbamidomethylation;Oxidation (M)
C1GKC9,Pyro-glu from Q;Oxidation (M)
C1G1W4,Deamidation (NQ)
C1FZL0,Oxidation (M)
C1GA06,Oxidation (M);Deamidation (NQ)
C1G6F6,Phosphorylation (STY);Acetylation (K);Dihydroxy;Deamidation (NQ);Carbamylation;Oxidation (M);Dehydration
C1G5F6,N-Succinimidyl-2-morpholine acetate
C1GKC9,Dehydration;Methylation(KR)
C1G9U4,Deamidation (R)
A0A0A0HV62,Phosphorylation (STY);Sulfation;Dimethylation(KR);Methylation(KR);Amidation;Oxidation (HW);Formylation;Sodium adduct;Dehydration
C1G7E0,Methylation(KR);Phosphorylation (STY);Oxidation (M)
C1GDG5,Acetylation (N-term);Sulfation;Deamidation (NQ);Phosphorylation (STY);Dehydration
C1FYL2,Carbamidomethylation;Dimethylation(KR);Oxidation (M)
C1G5F6,Deamidation (R)
C1G1C8,Dehydration;Acetylation (K);Phosphorylation (STY)
A0A0A0HTA9,Biotinylation;Methylation(KR)
C1GFX4,Oxidation (M)
C1G035,Pyro-glu from Q
C1GN69,Oxidation (M)
C1G9M7,Oxidation (M)
C1GIX4,Phosphorylation (STY);Acetylation (K);Methylation(KR);Oxidation (M);Dehydration
C1GCG7,Phosphorylation (STY);Dehydration;Methylation(KR);Sodium adduct;Dihydroxy
C1GIL9,Deamidation (NQ)
C1GLK9,Carbamidomethylation
C1G4P6,Carbamidomethylation
C1GLI9,Oxidation (M);Acetylation (K)
A0A0A0HUJ5,Biotinylation;Methylation(KR)
C1G3I3,Oxidation (M)
C1GLX8,Oxidation (M);Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1G5F6,Amidation
C1GKC9,Pyro-glu from E;Carbamidomethylation
C1FYF8,Deamidation (NQ);Methylation(KR);Acetylation (K);Sodium adduct;Phosphorylation (STY)
C1G3V5,Dehydration
C1GN32,Acetylation (K);Dihydroxy;Methylation(KR);Phosphorylation (STY);Dehydration
C1G6U5,Oxidation (M);Carbamidomethylation;Deamidation (NQ);Dehydration
C1GEW2,Formylation
C1G098,Oxidation (M)
C1GLI9,Phosphorylation (STY);Acetylation (K);Methylation(KR);Dimethylation(KR);Deamidation (NQ);Sodium adduct
C1G2J3,Carbamidomethylation
C1GAK7,Carbamidomethylation
C1FYF8,Ammonia-loss (N)
C1GML7,Methylation(KR);Deamidation (NQ)
C1GIX4,Sodium adduct
C1GD47,Carbamidomethylation
C1GLB8,Acetylation (Protein N-term)
C1G7T4,Sodium adduct;Acetylation (K);Methylation(KR)
C1G391,Deamidation (R)
C1G0P0,Dihydroxy methylglyoxal adduct
C1GBN1,Deamidation (NQ)
C1GCT8,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G4J9,Oxidation (M)
C1G1F2,Carboxylation (DKW);Carbamidomethylation
C1G3P8,Deamidation (NQ);Acetylation (K);Carbamylation;Phosphorylation (STY);Oxidation (M);Sodium adduct
C1GHK4,Oxidation (M);Carbamidomethylation;Deamidation (NQ)
C1FZM7,Acetylation (Protein N-term)
A0A0A0HTA9,Carbamylation
C1GKC9,Acetylation (N-term);Acetylation (K);Methylation(KR);Dihydroxy;Deamidation (NQ);Carboxylation (DKW);Phosphorylation (STY);Formylation;Carbamidomethylation;Dehydration
C1FYQ2,Carbamidomethylation;Oxidation (M)
C1GCJ6,Carbamidomethylation;Oxidation (M);Dehydration
C1GL98,Acetylation (N-term);Acetylation (K);Methylation(KR);Amidation;Deamidation (NQ);Phosphorylation (STY);Carbamidomethylation;Dehydration
A0A0A0HRG7,Deamidation (NQ);Dimethylation(KR);Oxidation (M)
C1G373,Deamidation (NQ)
C1G8H6,Dimethylation(KR)
C1FYU2,Oxidation (M)
C1GFD1,Oxidation (M)
C1GKC8,Acetylation (N-term);Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Dehydration
C1GBT0,Formylation
C1GLX8,Acetylation (N-term);Deamidation (NQ);Acetylation (K);Phosphorylation (STY)
A0A0A0HRG7,Deamidation (R)
C1GF14,Deamidation (NQ)
C1G4U9,Deamidation (NQ)
C1GII4,Alpha-amino adipic acid
C1GMU3,Oxidation (M);Carbamidomethylation
A0A0A0HUJ5,Carbamylation
C1GLI9,Methylation(KR)
C1G953,Dehydration;Carbamidomethylation;Phosphorylation (STY)
C1FZT5,Deamidation (NQ)
C1G413,Oxidation (M);Deamidation (NQ)
C1GC48,Oxidation (M);Carbamidomethylation;Sodium adduct;Deamidation (NQ)
A0A0A0HSU0,Oxidation (M)
C1GB04,Carbamylation
A0A0A0HRG7,Amidation
C1GJX3,Carbamidomethylation;Oxidation (M)
C1G0X4,Acetylation (Protein N-term)
C1G3V5,Phosphorylation (STY);Deamidation (NQ);Acetylation (K);Methylation(KR);Biotinylation
C1GEJ7,2-amino-3-oxo-butanoic_acid
C1G065,Carbamidomethylation;Oxidation (M)
C1GGW7,Deamidation (NQ);Acetylation (K)
C1G9X0,Pyro-glu from Q
C1G1H4,Carbamidomethylation
C1G561,Carbamidomethylation
C1GLI2,2-amino-3-oxo-butanoic_acid
C1GAT1,Dihydroxy
C1G9X3,Deamidation (NQ);Carbamidomethylation
C1FZ57,Oxidation (M)
C1GAE3,Carbamidomethylation
C1G215,Dehydration;Methylation(KR)
C1GLM2,Formylation;Phosphorylation (STY)
C1GJD0,Carbamylation
C1G0P0,Propionaldehyde +40
C1G3X4,Deamidation (NQ)
C1GKC9,Lysine oxidation to aminoadipic semialdehyde
C1GC21,Deamidation (NQ);Methylation(KR);Phosphorylation (STY)
C1GN26,Oxidation (M)
C1GMZ1,Formylation;Phosphorylation (STY)
C1GDT0,Oxidation (M)
C1GM03,Formylation;Phosphorylation (STY)
C1GGJ2,Acetylation (N-term);Deamidation (NQ);Sodium adduct;Dehydration
C1GJ13,Lysine oxidation to aminoadipic semialdehyde
C1GJI0,O-Diethylphosphorylation
C1FYR1,Acetylation (N-term);Sulfation;Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Carbamidomethylation
C1GJJ9,Oxidation (M)
C1GCG7,Acetylation (N-term);Deamidation (NQ);Acetylation (K);Dehydration;Biotinylation
C1G7K8,Dehydration;Methylation(KR)
C1G9X3,Dehydration
A0A0A0HYS7,Oxidation (M)
C1G555,Oxidation (M);Carbamidomethylation
C1G9A5,Sulfation
C1G6U1,Oxidation (M)
C1G554,Carboxylation (DKW);Methylation(KR)
C1GCG7,O-Diisopropylphosphorylation
A0A0A0HRJ4,Carbamidomethylation;Deamidation (NQ)
C1G3P8,Carbamidomethylation;Lysine oxidation to aminoadipic semialdehyde;2-amino-3-oxo-butanoic_acid;Sodium adduct;Oxidation (M)
A0A0A0HVE7,2-amino-3-oxo-butanoic_acid
C1G5F6,Lysine oxidation to aminoadipic semialdehyde
C1G3H0,Carbamidomethylation
C1GLH5,Oxidation (M)
C1GGL3,Formylation
C1GJD3,Carboxylation (DKW);Methylation(KR);Phosphorylation (STY)
C1GGT8,Oxidation (M)
C1G8W1,Oxidation (M)
A0A0A0HV62,Oxidation (M);Methylation(KR)
C1GBF1,Formylation
C1G7T4,Acetylation (N-term);Acetylation (K);Carboxylation (DKW)
C1GLZ5,Oxidation (M)
C1GF12,Acetylation (N-term);Methylation(KR);Carbamylation
C1GAG5,Deamidation (NQ)
C1G6E6,Oxidation (M);Carbamidomethylation
C1GHV2,Carbamylation
C1GIN4,Oxidation (M)
C1G554,Phosphorylation (STY);Methylation(KR);Oxidation (M)
C1FYE5,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G1F2,Carbamylation;Phosphorylation (STY)
C1GCF0,Sodium adduct;Methylation(KR)
C1G596,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Dehydration
C1G7E0,Dehydration
C1GBD3,Methylation(KR);Dimethylation(KR)
C1GB62,N-Homocysteine thiolactone
C1GF12,O-Diisopropylphosphorylation
C1G371,Carbamidomethylation;Oxidation (M)
C1GLM2,ISD (z+2)-series
C1GDG5,Deamidation (NQ);Dehydration
C1G0F9,Deamidation (NQ);Amidation;Methylation(KR);Phosphorylation (STY)
C1GBJ2,Acetylation (N-term);Phosphorylation (STY);Dehydration
C1G9D6,Dehydration
A0A0A0HU84,Oxidation (M)
C1GAT1,Phosphorylation (STY)
C1G0Q6,Carbamidomethylation
C1GM08,Deamidation (NQ)
C1GJI0,Biotinylation
C1GJ38,Oxidation (M)
C1GL98,Dihydroxy
C1GDH2,Acetylation (Protein N-term)
C1G7T4,Methylation(others)
C1G8X9,Carbamidomethylation
C1G4I1,Phosphorylation (STY);Deamidation (NQ);Acetylation (K)
C1GH12,Oxidation (M)
C1GMH9,HexNAcylation (N)
C1G0F9,Oxidation (HW)
A0A0A0HTB4,Deamidation (NQ)
C1G391,Acetylation (Protein N-term)
C1G8H6,Acetylation (N-term);Methylation(KR);Sodium adduct;Phosphorylation (STY);Dehydration
C1GAM5,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Oxidation (M);Dimethylation(KR)
C1GGJ2,Guanidination
C1G631,Oxidation (M)
C1GL08,Oxidation (M)
C1GAT3,Carbamidomethylation;Replacement of proton by lithium
C1FYL2,O-Ethylphosphorylation
C1G7R6,Oxidation (M)
C1GD73,Oxidation (M)
C1FYQ2,Acetylation (N-term);Phosphorylation (STY)
C1GDG5,Dehydration;Methylation(KR)
A0A0A0HV09,Deamidation (NQ);Carbamidomethylation;Sodium adduct;Phosphorylation (STY)
C1G0P0,Thiophosphorylation
C1GF12,Sulphone;Phosphorylation (STY)
C1GK92,Oxidation (M)
C1GKC9,Phosphorylation (HCDR)
C1G989,Biotinylation
A0A0A0HWK8,Chlorination of tyrosine residues
C1G4I1,Acetylation (Protein N-term);Phosphorylation (STY)
C1GDJ1,Deamidation (NQ)
C1GM90,Oxidation (M);Carbamidomethylation
C1G0P0,Ammonia-loss (N)
C1GM00,Oxidation (M);Deamidation (NQ)
C1G1C8,Deamidation (NQ)
C1G4T3,Dehydration;Phosphorylation (STY)
C1GLM2,Carbamylation
C1G596,Dehydration;Carbamidomethylation;Methylation(KR)
C1GA10,Carbamylation
C1G5F6,Formylation (Protein N-term);Deamidation (NQ)
C1GJI0,2-amino-3-oxo-butanoic_acid
C1GMZ1,2-amino-3-oxo-butanoic_acid
C1GBJ3,Pyro-glu from E
C1GCG7,Replacement of proton by lithium
C1GM03,Carbamylation
C1GKC8,Deamidation (NQ);Methylation(KR);Dimethylation(KR);Phosphorylation (STY)
C1G3Y0,Carbamidomethylation
C1G696,Deamidation (NQ)
C1G5U2,Carbamidomethylation
C1GG64,Carbamidomethylation
C1GM22,Carbamidomethylation;Dethiomethyl
C1GC21,Oxidation (M);Deamidation (NQ)
C1GLI2,Acetylation (N-term);Sodium adduct;Phosphorylation (STY);Dihydroxy
C1GGW3,Deamidation (NQ)
C1GA74,Phosphorylation to amine thiol
C1G486,Oxidation (M)
C1GB53,2-amino-3-oxo-butanoic_acid
C1GLB8,Biotinylation
C1G0B0,Carbamidomethylation;Oxidation (M)
C1GEN5,Oxidation (HW)
C1G5V0,Amidation
C1GG28,4-hydroxynonenal (HNE)
C1GC21,Phosphorylation (STY);Acetylation (K);Carboxylation (DKW)
C1GMI2,Methylmalonylation on Serine
C1G977,Oxidation (M)
C1G157,Oxidation (M)
C1G6P0,Oxidation (M)
C1GF12,Replacement of proton by lithium
C1GG60,Oxidation (M);Carbamidomethylation
C1G9P1,Carbamylation
C1G035,Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GL98,Phosphorylation (STY);Acetylation (K);Methylation(KR);Deamidation (NQ);Sodium adduct;Dihydroxy
C1GFL2,Carbamidomethylation
C1GLI9,Amidation;Methylation(KR)
C1GLM1,Deamidation (NQ)
C1GM00,Methylation(KR);Phosphorylation (STY)
C1GEJ7,Sodium adduct
C1GN32,Proline oxidation to pyrrolidinone
C1GHB9,Oxidation (M);Carbamidomethylation
C1G8G0,Carboxylation (DKW)
C1G7K8,Oxidation (M);Carbamidomethylation
C1G4D1,Acetylation (N-term);Biotinylation
C1G989,Phosphorylation (STY);Carbamidomethylation;Methylation(KR);Biotinylation
C1G3P8,Methylation(KR);Dehydration
C1FYF8,Dehydration;Methylation(KR);Phosphorylation (STY)
C1GC21,Methylation(KR)
A0A0A0HTA9,Carbamidomethylation;Oxidation (M)
C1G9D6,Lysine oxidation to aminoadipic semialdehyde
C1G7E0,Acetylation (Protein N-term);Methylation(KR)
C1GLA2,Carbamidomethylation;Oxidation (M)
C1G6U5,Deamidation (NQ);Phosphorylation (STY);Oxidation (M)
C1G351,Oxidation (M)
C1GIX4,Oxidation (M)
C1G9P8,Replacement of proton by lithium;Carbamidomethylation
C1G596,Oxidation (M);Deamidation (NQ);Acetylation (K);Phosphorylation (STY)
C1GHJ0,Oxidation (M);Carbamidomethylation
A0A0A0HYV6,Acetylation (N-term)
C1GN32,Condensation product of glucosone
C1GA39,Deamidation (NQ)
C1GKC9,Carbamylation;Methylation(KR);Phosphorylation (STY)
C1GLX8,2-amino-3-oxo-butanoic_acid
C1GML7,Oxidation (M);Dehydration
C1G7T4,Formylation;Phosphorylation (STY)
A0A0A0HTY7,Carbamidomethylation
C1G686,Oxidation (M)
C1GGS8,Acetylation (Protein N-term);Carbamidomethylation;Methylation(KR);Phosphorylation (STY)
C1GJT7,Oxidation (M)
C1GK99,Carbamidomethylation
C1G6C8,Oxidation (M)
C1GKA9,Oxidation (M)
C1GJ83,Methylation(KR);Hexose (NSY)
C1GML7,Phosphorylation (STY);Acetylation (K)
C1GMH9,Carbamidomethylation;Oxidation (M)
C1G0D4,Carbamidomethylation;Carbamylation;Amidation;Dihydroxy;Oxidation (M)
C1GI20,Carbamidomethylation;Phosphorylation (STY)
C1G056,Deamidation (NQ)
C1G2H4,Carbamidomethylation
C1G164,Oxidation (M);Carbamidomethylation
C1GLQ2,Carbamidomethylation
C1G9X3,Acetylation (K);Dehydration
C1GIX4,Dihydroxy;Acetylation (K)
C1FYX9,Oxidation (M)
C1GBJ3,Replacement of proton by potassium
C1GM08,Acetylation (Protein N-term);Deamidation (NQ)
C1GG28,Carbamylation
C1G5F6,Carbamylation;Deamidation (NQ);Phosphorylation (STY)
C1G3V5,Carbamidomethylation;Dehydration
C1GD41,Iminobiotinylation
C1G9D6,Pyro-glu from E;Methylation(KR)
C1GGR7,Oxidation (M);Carbamidomethylation
C1G596,Methylation(KR);Dehydration
C1GCJ6,Dehydration;Carbamidomethylation;Methylation(KR)
C1GGJ2,Acetylation (K)
C1GK60,Phosphorylation (STY);Methylation(KR);Oxidation (M);Dehydration
A0A0A0HTN8,Carbamidomethylation
C1GI15,Deamidation (NQ)
C1GCG7,Acetylation (K)
C1GHK4,Sodium adduct;Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GBB1,2-amino-3-oxo-butanoic_acid
C1GD67,Oxidation (M);Carbamidomethylation
C1G9D3,Oxidation (M)
C1GMZ1,Ethylation
C1GA89,2-amino-3-oxo-butanoic_acid
A0A0A0HV62,MDA adduct +62
C1GBT4,2-amino-3-oxo-butanoic_acid
C1GLM2,Phosphorylation (STY);Formylation;Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GCX5,Carbamidomethylation
C1GDU6,Acetylation (Protein N-term)
C1G5V7,Oxidation (M)
C1GGJ2,Deamidation (NQ);Methylation(KR)
C1FZL1,Carbamidomethylation
C1G9P8,Deamidation (NQ);Acetylation (K);Oxidation (M)
C1GG53,Deamidation (NQ)
C1GCG7,Deamidation (NQ);Methylation(KR);Sodium adduct;Dihydroxy
C1G187,Carbamidomethylation
C1GC48,Dihydroxy
C1GLM2,Methylation(KR);Deamidation (NQ);Carbamidomethylation;Phosphorylation (STY);Dehydration
C1GF62,Carbamidomethylation
C1G1P4,Oxidation (M)
A0A0A0HRG7,Carbamylation;Phosphorylation (STY)
C1GEJ7,Deamidation (NQ);Methylation(KR);Oxidation (M)
C1G0P0,Oxidation (M);Deamidation (NQ);Amidation
C1G1M8,Oxidation (M)
C1GLF9,2-amino-3-oxo-butanoic_acid
C1GMZ9,Oxidation (M)
C1FYF8,Carbamidomethylation
C1GCK9,Propargylamine
C1G9P8,O-Isopropylmethylphosphonylation
C1GLV8,Phosphorylation (STY);Dehydration
C1GDH5,Oxidation (M)
C1GGJ2,Dehydration
C1GJD3,Hexose (NSY)
C1GF12,Deamidation (NQ)
C1GCG7,Dehydration;Methylation(KR)
C1GKC8,Pyro-glu from Q
"C1G3P8,""Propionamide (K, X@N-term)"""
C1GA17,Carbamylation
C1G0Q3,Oxidation (M)
C1FYF8,Dimethylation(KR)
C1G002,Carbamidomethylation
C1GKC8,HexNAcylation (N)
C1G9A5,Dihydroxy
C1G945,Oxidation (M)
C1GBJ3,Sulfation
C1GBF1,Carbamidomethylation;Biotinylation
C1GM22,Acetylation (N-term);Carbamidomethylation;Methylation(KR)
C1G953,Dimethylation(KR);Phosphorylation (STY)
C1GDE5,Oxidation (M);Carbamidomethylation
C1G6I4,Oxidation (M)
C1GF12,Amidation
C1FYQ2,Acetylation (K)
C1GEE2,Oxidation (M)
C1G892,Carbamidomethylation
C1G2J3,Deamidation (NQ)
C1GF12,Dehydration;Methylation(KR)
C1G035,Phosphorylation (STY);Methylation(KR);HexNAcylation (N);Deamidation (NQ);Oxidation (M);Hexose (NSY);Dihydroxy
C1GGS8,Oxidation (M)
C1G9D7,Deamidation (NQ);Oxidation (M)
C1GLX8,Phosphorylation (STY);Acetylation (K);Methylation(KR);Carbamylation;Sodium adduct;Dihydroxy
C1GCH5,Carbamidomethylation
C1GLB8,Sulfation
C1GIX4,Hexose (NSY);Acetylation (K)
C1G6V9,Oxidation (M)
C1FYQ2,Deamidation (NQ);Phosphorylation (STY)
C1GC48,Phosphorylation (STY);Deamidation (NQ);Methylation(KR)
C1GHN2,Oxidation (M)
C1GLX8,Methylation(KR);Deamidation (NQ)
C1G8G0,Carbamidomethylation;Oxidation (M)
C1G9D3,Phosphorylation (STY)
C1GBQ6,Oxidation (M)
C1GBF1,Acetylation (N-term);Deamidation (NQ);Dimethylation(KR);Methylation(KR)
C1FYR1,Dehydration;Methylation(KR);Phosphorylation (STY)
