WORD,LastCell
C1GN32,Deamidation (NQ);Sulfation;Sodium adduct;Phosphorylation (STY);Dehydration
C1G5F6,Replacement of proton by lithium
A0A0A0HWM5,Acetylation (N-term);Deamidation (NQ);Carbamidomethylation;Methylation(KR);Phosphorylation (STY)
C1GBT0,Deamidation (NQ);Acetylation (K)
C1G4T3,Phosphorylation (STY);Acetylation (K);Carbamylation
C1G7K8,Acetylation (N-term);Sulfation;Deamidation (NQ);Methylation(KR);HexNAcylation (N)
C1G989,Deamidation (NQ);Carbamidomethylation
C1GJI0,Sodium adduct;Methylation(KR);Phosphorylation (STY)
C1G791,Acetylation (N-term);Acetylation (K);Dimethylation(KR);Carbamylation;Phosphorylation (STY);Oxidation (M)
C1G8P1,Deamidation (NQ)
C1GB62,Methylation(KR);Deamidation (NQ)
C1G1F2,Dehydration;Methylation(KR)
C1GBJ3,Deamidation (NQ)
C1GLB8,Acetylation (K)
C1GKC9,Phosphorylation (STY);Deamidation (NQ);Methylation(KR);Carbamylation;Dihydroxy
C1G3C4,Carbamylation
C1GA17,Formylation
C1GCF0,Acetylation (N-term)
C1GJD0,Methylation(others)
C1GHK4,Phosphorylation (STY);Methylation(KR);Dehydration;Carboxylation (DKW)
C1G989,Sodium adduct;Methylation(KR)
C1G0P0,Deoxy
C1G8G0,Methylation(KR)
C1GLB8,Deamidation (NQ)
C1GI20,Acetylation (N-term);Phosphorylation (STY)
C1GLB8,Phosphorylation (STY);Formylation;Dimethylation(KR);Biotinylation
C1GJH8,Lysine oxidation to aminoadipic semialdehyde
C1GKC9,Replacement of 2 protons by calcium
C1G9P8,Methylation(KR);Dehydration;Biotinylation
C1GJI0,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Oxidation (M)
C1FZT8,Dihydroxy methylglyoxal adduct
C1G4D1,Phosphorylation (STY);Methylation(KR)
C1GL98,Sodium adduct;Acetylation (K);Phosphorylation (STY)
C1GAC4,Acetylation (Protein N-term)
C1GJH8,Acetylation (Protein N-term)
C1GJI0,Acetylation (N-term);Acetylation (K);Deamidation (NQ);Carbamylation;Phosphorylation (STY);Carbamidomethylation
C1GHK4,Dehydration;Acetylation (K);Methylation(KR);Oxidation (M)
C1GN32,Replacement of proton by copper
C1GLB8,Amidation
C1GK60,Carbamylation
C1GBF1,Carbamylation;Deamidation (NQ)
C1G1F2,Acetylation (N-term);Formylation;Acetylation (K);Dimethylation(KR);Carboxylation (DKW)
C1G4T3,Dimethylation(KR);Phosphorylation (STY)
C1G7T4,Oxidation (M);Acetylation (K)
C1G6K0,Arginine oxidation to glutamic semialdehyde
C1G3V5,Formylation
A0A0A0HTB4,Acetylation (N-term)
C1GBF1,Deamidation (NQ);Acetylation (K)
C1G953,Phosphorylation (STY);Deamidation (NQ);Methylation(KR);Amidation;Sodium adduct
C1GII4,Phosphorylation (STY);Deamidation (NQ);Dehydration
A0A0A0HV09,Methylation(KR);Dehydration
C1GKC9,Acetylation (K)
C1G6B9,Oxidation (M);Deamidation (NQ)
C1GBJ2,Dimethylation(KR)
C1GMZ1,Oxidation (M);Deamidation (NQ)
C1G391,Replacement of 2 protons by calcium
C1G5V0,Acetylation (N-term);Dihydroxy
C1GKC9,Deamidation (NQ);Amidation;Methylation(KR);Phosphorylation (STY);Oxidation (M)
C1GKC9,Deamidation (R)
C1GM08,Phosphorylation (STY);Myristoylation
C1GCG7,Carbamidomethylation;Ammonia-loss (N);Sodium adduct
A0A0A0HTA9,Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY);Oxidation (M);Carboxylation (E)
C1GI20,Carboxylation (DKW)
C1G1F2,Acetylation (Protein N-term);Deamidation (NQ)
C1GJD3,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Oxidation (M)
C1GC21,Sodium adduct
C1GAT8,Deamidation (NQ);Carbamidomethylation;Oxidation (M)
C1GKC9,Pyro-glu from Q;Oxidation (M)
C1G6F6,Phosphorylation (STY);Acetylation (K);Dihydroxy;Deamidation (NQ);Carbamylation;Oxidation (M);Dehydration
C1G5F6,N-Succinimidyl-2-morpholine acetate
C1GKC9,Dehydration;Methylation(KR)
A0A0A0HV62,Phosphorylation (STY);Sulfation;Dimethylation(KR);Methylation(KR);Amidation;Oxidation (HW);Formylation;Sodium adduct;Dehydration
C1G7E0,Methylation(KR);Phosphorylation (STY);Oxidation (M)
C1GDG5,Acetylation (N-term);Sulfation;Deamidation (NQ);Phosphorylation (STY);Dehydration
C1FYL2,Carbamidomethylation;Dimethylation(KR);Oxidation (M)
C1G5F6,Deamidation (R)
C1G1C8,Dehydration;Acetylation (K);Phosphorylation (STY)
A0A0A0HTA9,Biotinylation;Methylation(KR)
C1G035,Pyro-glu from Q
C1GIX4,Phosphorylation (STY);Acetylation (K);Methylation(KR);Oxidation (M);Dehydration
C1GCG7,Phosphorylation (STY);Dehydration;Methylation(KR);Sodium adduct;Dihydroxy
C1GLI9,Oxidation (M);Acetylation (K)
A0A0A0HUJ5,Biotinylation;Methylation(KR)
C1GLX8,Oxidation (M);Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1G5F6,Amidation
C1GKC9,Pyro-glu from E;Carbamidomethylation
C1FYF8,Deamidation (NQ);Methylation(KR);Acetylation (K);Sodium adduct;Phosphorylation (STY)
C1G3V5,Dehydration
C1GN32,Acetylation (K);Dihydroxy;Methylation(KR);Phosphorylation (STY);Dehydration
C1G098,Oxidation (M)
C1GLI9,Phosphorylation (STY);Acetylation (K);Methylation(KR);Dimethylation(KR);Deamidation (NQ);Sodium adduct
C1G2J3,Carbamidomethylation
C1FYF8,Ammonia-loss (N)
C1GML7,Methylation(KR);Deamidation (NQ)
C1GIX4,Sodium adduct
C1GLB8,Acetylation (Protein N-term)
C1G7T4,Sodium adduct;Acetylation (K);Methylation(KR)
C1G391,Deamidation (R)
C1G0P0,Dihydroxy methylglyoxal adduct
C1GBN1,Deamidation (NQ)
C1GCT8,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G1F2,Carboxylation (DKW);Carbamidomethylation
C1G3P8,Deamidation (NQ);Acetylation (K);Carbamylation;Phosphorylation (STY);Oxidation (M);Sodium adduct
C1GHK4,Oxidation (M);Carbamidomethylation;Deamidation (NQ)
C1FZM7,Acetylation (Protein N-term)
A0A0A0HTA9,Carbamylation
C1GKC9,Acetylation (N-term);Acetylation (K);Methylation(KR);Dihydroxy;Deamidation (NQ);Carboxylation (DKW);Phosphorylation (STY);Formylation;Carbamidomethylation;Dehydration
C1FYQ2,Carbamidomethylation;Oxidation (M)
C1GCJ6,Carbamidomethylation;Oxidation (M);Dehydration
C1GL98,Acetylation (N-term);Acetylation (K);Methylation(KR);Amidation;Deamidation (NQ);Phosphorylation (STY);Carbamidomethylation;Dehydration
A0A0A0HRG7,Deamidation (NQ);Dimethylation(KR);Oxidation (M)
C1G8H6,Dimethylation(KR)
C1GKC8,Acetylation (N-term);Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Dehydration
C1GBT0,Formylation
C1GLX8,Acetylation (N-term);Deamidation (NQ);Acetylation (K);Phosphorylation (STY)
A0A0A0HRG7,Deamidation (R)
C1GII4,Alpha-amino adipic acid
A0A0A0HUJ5,Carbamylation
C1GLI9,Methylation(KR)
C1G953,Dehydration;Carbamidomethylation;Phosphorylation (STY)
C1GC48,Oxidation (M);Carbamidomethylation;Sodium adduct;Deamidation (NQ)
C1GB04,Carbamylation
A0A0A0HRG7,Amidation
C1G0X4,Acetylation (Protein N-term)
C1G3V5,Phosphorylation (STY);Deamidation (NQ);Acetylation (K);Methylation(KR);Biotinylation
C1GEJ7,2-amino-3-oxo-butanoic_acid
C1GGW7,Deamidation (NQ);Acetylation (K)
C1G561,Carbamidomethylation
C1GLI2,2-amino-3-oxo-butanoic_acid
C1GAT1,Dihydroxy
C1G9X3,Deamidation (NQ);Carbamidomethylation
C1GLM2,Formylation;Phosphorylation (STY)
C1GJD0,Carbamylation
C1G0P0,Propionaldehyde +40
C1GKC9,Lysine oxidation to aminoadipic semialdehyde
C1GC21,Deamidation (NQ);Methylation(KR);Phosphorylation (STY)
C1GMZ1,Formylation;Phosphorylation (STY)
C1GM03,Formylation;Phosphorylation (STY)
C1GGJ2,Acetylation (N-term);Deamidation (NQ);Sodium adduct;Dehydration
C1GJI0,O-Diethylphosphorylation
C1FYR1,Acetylation (N-term);Sulfation;Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Carbamidomethylation
C1GCG7,Acetylation (N-term);Deamidation (NQ);Acetylation (K);Dehydration;Biotinylation
C1G7K8,Dehydration;Methylation(KR)
C1G9X3,Dehydration
C1G9A5,Sulfation
C1G554,Carboxylation (DKW);Methylation(KR)
C1GCG7,O-Diisopropylphosphorylation
C1G3P8,Carbamidomethylation;Lysine oxidation to aminoadipic semialdehyde;2-amino-3-oxo-butanoic_acid;Sodium adduct;Oxidation (M)
C1G5F6,Lysine oxidation to aminoadipic semialdehyde
C1GJD3,Carboxylation (DKW);Methylation(KR);Phosphorylation (STY)
A0A0A0HV62,Oxidation (M);Methylation(KR)
C1GBF1,Formylation
C1G7T4,Acetylation (N-term);Acetylation (K);Carboxylation (DKW)
C1GF12,Acetylation (N-term);Methylation(KR);Carbamylation
C1G554,Phosphorylation (STY);Methylation(KR);Oxidation (M)
C1G1F2,Carbamylation;Phosphorylation (STY)
C1GCF0,Sodium adduct;Methylation(KR)
C1G596,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Dehydration
C1G7E0,Dehydration
C1GBD3,Methylation(KR);Dimethylation(KR)
C1GB62,N-Homocysteine thiolactone
C1GF12,O-Diisopropylphosphorylation
C1G371,Carbamidomethylation;Oxidation (M)
C1GLM2,ISD (z+2)-series
C1GDG5,Deamidation (NQ);Dehydration
C1G0F9,Deamidation (NQ);Amidation;Methylation(KR);Phosphorylation (STY)
C1GBJ2,Acetylation (N-term);Phosphorylation (STY);Dehydration
C1G9D6,Dehydration
C1GM08,Deamidation (NQ)
C1GAT1,Phosphorylation (STY)
C1GJI0,Biotinylation
C1GJ38,Oxidation (M)
C1GL98,Dihydroxy
C1GDH2,Acetylation (Protein N-term)
C1G7T4,Methylation(others)
C1G8X9,Carbamidomethylation
C1G4I1,Phosphorylation (STY);Deamidation (NQ);Acetylation (K)
C1GMH9,HexNAcylation (N)
C1G0F9,Oxidation (HW)
A0A0A0HTB4,Deamidation (NQ)
C1G391,Acetylation (Protein N-term)
C1G8H6,Acetylation (N-term);Methylation(KR);Sodium adduct;Phosphorylation (STY);Dehydration
C1GGJ2,Guanidination
C1FYL2,O-Ethylphosphorylation
C1FYQ2,Acetylation (N-term);Phosphorylation (STY)
C1GDG5,Dehydration;Methylation(KR)
A0A0A0HV09,Deamidation (NQ);Carbamidomethylation;Sodium adduct;Phosphorylation (STY)
C1G0P0,Thiophosphorylation
C1GF12,Sulphone;Phosphorylation (STY)
C1GKC9,Phosphorylation (HCDR)
C1G989,Biotinylation
A0A0A0HWK8,Chlorination of tyrosine residues
C1G4I1,Acetylation (Protein N-term);Phosphorylation (STY)
C1G0P0,Ammonia-loss (N)
C1GM00,Oxidation (M);Deamidation (NQ)
C1G1C8,Deamidation (NQ)
C1G4T3,Dehydration;Phosphorylation (STY)
C1GLM2,Carbamylation
C1G596,Dehydration;Carbamidomethylation;Methylation(KR)
C1GA10,Carbamylation
C1G5F6,Formylation (Protein N-term);Deamidation (NQ)
C1GJI0,2-amino-3-oxo-butanoic_acid
C1GMZ1,2-amino-3-oxo-butanoic_acid
C1GBJ3,Pyro-glu from E
C1GCG7,Replacement of proton by lithium
C1GM03,Carbamylation
C1GKC8,Deamidation (NQ);Methylation(KR);Dimethylation(KR);Phosphorylation (STY)
C1GM22,Carbamidomethylation;Dethiomethyl
C1GC21,Oxidation (M);Deamidation (NQ)
C1GLI2,Acetylation (N-term);Sodium adduct;Phosphorylation (STY);Dihydroxy
C1GLB8,Biotinylation
C1G5V0,Amidation
C1GG28,4-hydroxynonenal (HNE)
C1GC21,Phosphorylation (STY);Acetylation (K);Carboxylation (DKW)
C1GF12,Replacement of proton by lithium
C1G035,Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GL98,Phosphorylation (STY);Acetylation (K);Methylation(KR);Deamidation (NQ);Sodium adduct;Dihydroxy
C1GLI9,Amidation;Methylation(KR)
C1GM00,Methylation(KR);Phosphorylation (STY)
C1GEJ7,Sodium adduct
C1GN32,Proline oxidation to pyrrolidinone
C1G8G0,Carboxylation (DKW)
C1G7K8,Oxidation (M);Carbamidomethylation
C1G4D1,Acetylation (N-term);Biotinylation
C1G989,Phosphorylation (STY);Carbamidomethylation;Methylation(KR);Biotinylation
C1G3P8,Methylation(KR);Dehydration
C1FYF8,Dehydration;Methylation(KR);Phosphorylation (STY)
C1GC21,Methylation(KR)
A0A0A0HTA9,Carbamidomethylation;Oxidation (M)
C1G9D6,Lysine oxidation to aminoadipic semialdehyde
C1G7E0,Acetylation (Protein N-term);Methylation(KR)
C1GIX4,Oxidation (M)
C1G9P8,Replacement of proton by lithium;Carbamidomethylation
C1G596,Oxidation (M);Deamidation (NQ);Acetylation (K);Phosphorylation (STY)
A0A0A0HYV6,Acetylation (N-term)
C1GN32,Condensation product of glucosone
C1GKC9,Carbamylation;Methylation(KR);Phosphorylation (STY)
C1GLX8,2-amino-3-oxo-butanoic_acid
C1GML7,Oxidation (M);Dehydration
C1G7T4,Formylation;Phosphorylation (STY)
C1GGS8,Acetylation (Protein N-term);Carbamidomethylation;Methylation(KR);Phosphorylation (STY)
C1GML7,Phosphorylation (STY);Acetylation (K)
C1GMH9,Carbamidomethylation;Oxidation (M)
C1G0D4,Carbamidomethylation;Carbamylation;Amidation;Dihydroxy;Oxidation (M)
C1GI20,Carbamidomethylation;Phosphorylation (STY)
C1G2H4,Carbamidomethylation
C1G9X3,Acetylation (K);Dehydration
C1GIX4,Dihydroxy;Acetylation (K)
C1GBJ3,Replacement of proton by potassium
C1GM08,Acetylation (Protein N-term);Deamidation (NQ)
C1GG28,Carbamylation
C1G5F6,Carbamylation;Deamidation (NQ);Phosphorylation (STY)
C1G3V5,Carbamidomethylation;Dehydration
C1G9D6,Pyro-glu from E;Methylation(KR)
C1G596,Methylation(KR);Dehydration
C1GCJ6,Dehydration;Carbamidomethylation;Methylation(KR)
C1GGJ2,Acetylation (K)
C1GK60,Phosphorylation (STY);Methylation(KR);Oxidation (M);Dehydration
A0A0A0HTN8,Carbamidomethylation
C1GCG7,Acetylation (K)
C1GHK4,Sodium adduct;Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GMZ1,Ethylation
A0A0A0HV62,MDA adduct +62
C1GLM2,Phosphorylation (STY);Formylation;Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GCX5,Carbamidomethylation
C1GDU6,Acetylation (Protein N-term)
C1GGJ2,Deamidation (NQ);Methylation(KR)
C1G9P8,Deamidation (NQ);Acetylation (K);Oxidation (M)
C1GCG7,Deamidation (NQ);Methylation(KR);Sodium adduct;Dihydroxy
C1GC48,Dihydroxy
C1GLM2,Methylation(KR);Deamidation (NQ);Carbamidomethylation;Phosphorylation (STY);Dehydration
A0A0A0HRG7,Carbamylation;Phosphorylation (STY)
C1GEJ7,Deamidation (NQ);Methylation(KR);Oxidation (M)
C1G0P0,Oxidation (M);Deamidation (NQ);Amidation
C1FYF8,Carbamidomethylation
C1G9P8,O-Isopropylmethylphosphonylation
C1GLV8,Phosphorylation (STY);Dehydration
C1GGJ2,Dehydration
C1GJD3,Hexose (NSY)
C1GF12,Deamidation (NQ)
C1GCG7,Dehydration;Methylation(KR)
C1GKC8,Pyro-glu from Q
"C1G3P8,""Propionamide (K, X@N-term)"""
C1GA17,Carbamylation
C1G0Q3,Oxidation (M)
C1FYF8,Dimethylation(KR)
C1GKC8,HexNAcylation (N)
C1G9A5,Dihydroxy
C1GBJ3,Sulfation
C1GBF1,Carbamidomethylation;Biotinylation
C1GM22,Acetylation (N-term);Carbamidomethylation;Methylation(KR)
C1G953,Dimethylation(KR);Phosphorylation (STY)
C1GF12,Amidation
C1FYQ2,Acetylation (K)
C1G2J3,Deamidation (NQ)
C1GF12,Dehydration;Methylation(KR)
C1G035,Phosphorylation (STY);Methylation(KR);HexNAcylation (N);Deamidation (NQ);Oxidation (M);Hexose (NSY);Dihydroxy
C1GGS8,Oxidation (M)
C1GLX8,Phosphorylation (STY);Acetylation (K);Methylation(KR);Carbamylation;Sodium adduct;Dihydroxy
C1GLB8,Sulfation
C1GIX4,Hexose (NSY);Acetylation (K)
C1FYQ2,Deamidation (NQ);Phosphorylation (STY)
C1GC48,Phosphorylation (STY);Deamidation (NQ);Methylation(KR)
C1GLX8,Methylation(KR);Deamidation (NQ)
C1G8G0,Carbamidomethylation;Oxidation (M)
C1GBF1,Acetylation (N-term);Deamidation (NQ);Dimethylation(KR);Methylation(KR)
C1FYR1,Dehydration;Methylation(KR);Phosphorylation (STY)
C1GLX8,Sodium adduct;Methylation(KR)
C1G9P8,Carbamidomethylation;Phosphorylation (STY);Sulphone;2-amino-3-oxo-butanoic_acid;Oxidation (M)
C1G035,Formylation;Deamidation (NQ)
C1G9A5,Acetylation (N-term);Formylation;Acetylation (K);Phosphorylation (STY)
C1G8H6,Sodium adduct;Methylation(KR)
C1G6F6,Formylation
C1FYQ2,Amidation
C1G5F6,3-sulfanylpropanoyl
C1GKC9,Carboxylation (DKW);Acetylation (K);Methylation(KR)
C1G9P8,Dimethylation(KR)
C1GHE4,Acetylation (N-term);Phosphorylation (STY)
C1FYQ2,Dehydration
C1GLU6,Acetylation (N-term);Deamidation (NQ);Acetylation (K)
C1GN32,Acetylation (Protein N-term);Deamidation (NQ);Phosphorylation (STY)
C1GGS8,Methylation(KR)
C1GLV8,Acetylation (N-term);Acetylation (K);Carboxylation (DKW)
C1G989,Acetylation (N-term);Formylation;Carbamidomethylation;Phosphorylation (STY)
C1GJI0,Phosphorylation (STY);Deamidation (NQ);Acetylation (K);Methylation(KR);Dihydroxy
C1G9A5,Phosphorylation (STY);Formylation
C1G8G0,Phosphorylation (STY);Methylation(KR);Amidation;Deamidation (NQ);Formylation;Sodium adduct
C1G9D6,Deamidation (NQ);Phosphorylation (STY);Carbamylation
C1G791,Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1GC48,Acetylation (N-term);Methylation(KR);HexNAcylation (N);Deamidation (NQ);Phosphorylation (STY);Carbamidomethylation
C1G9P8,Phosphorylation (STY);Sodium adduct;Dehydration
A0A0A0HRG7,Carbamidomethylation;Acetylation (K);Guanidination
C1G6K0,Acetylation (N-term);Methylation(KR)
C1G3C4,Deamidation (NQ);Phosphorylation (STY);Carbamidomethylation;Methylation(KR);Oxidation (M)
A0A0A0HT80,Dehydration;Methylation(KR)
C1GEJ7,Oxidation (M)
C1G5V0,Sulfation;Deamidation (NQ)
C1GML7,Deamidation (NQ);Carbamidomethylation
C1GKC9,Dihydroxy;Phosphorylation (STY);Oxidation (M)
C1GLM2,Deamidation (NQ);Carbamidomethylation;Acetylation (K);Methylation(KR);Carboxylation (DKW)
C1G3P8,Acetylation (K)
A0A0A0HRG7,Replacement of proton by potassium
C1GLI2,Oxidation (M);Deamidation (NQ);Carbamidomethylation;Phosphorylation (STY)
C1GGQ1,Carbamidomethylation;Phosphorylation (STY);Oxidation (M)
C1GJD0,Formation of five membered aromatic heterocycle
C1GLI9,Replacement of proton with ammonium ion
C1GCF0,2-amino-3-oxo-butanoic_acid
C1GL98,Deamidation (NQ);Carbamidomethylation;Sodium adduct;Phosphorylation (STY)
C1GJD3,Acetylation (N-term);Deamidation (NQ);Acetylation (K)
C1GKC9,Sulfation
C1GBT0,Acetylation (K);Methylation(KR)
C1FYQ2,Deamidation followed by a methylation
C1G3M8,Oxidation (M);Carbamidomethylation
C1GBX9,Acetylation (Protein N-term);Deamidation (NQ)
C1FYF8,Acetylation (N-term);Acetylation (K);Phosphorylation (STY)
C1G035,Deamidation (R)
A0A0A0HV62,Methylation(KR);Formylation;Phosphorylation (STY);Carbamylation
C1GJD0,Phosphorylation (STY);Deamidation (NQ);Acetylation (K);Methylation(KR);Carbamylation
C1G6F6,Replacement of 2 protons by nickel
C1GLI2,Dihydroxy;Oxidation (M)
C1G7T4,Phosphorylation (STY);Formylation;Methylation(KR);Dihydroxy;Carboxylation (DKW)
C1GA17,Phosphorylation (STY);Acetylation (K);Methylation(KR);Oxidation (M)
C1GEJ7,Methylation(KR);Dehydration
C1G1F2,Methylation(KR);Dimethylation(KR);Deamidation (NQ);Phosphorylation (STY);Carbamidomethylation;Biotinylation
C1G3P8,Amidation
C1G371,Deamidation (NQ)
C1GLI2,Methylation(KR)
C1G3P8,Sodium adduct;Methylation(KR)
C1G6R0,Acetylation (Protein N-term);Oxidation (M)
C1G2J3,Lysine oxidation to aminoadipic semialdehyde
C1GL98,Carboxylation (DKW);Carbamidomethylation;Methylation(KR)
C1GI20,Deamidation (R)
C1G0P0,Dimethylation(KR)
C1G596,Carboxylation (DKW);Carbamidomethylation;Methylation(KR)
C1G2J3,Acetylation (Protein N-term)
C1G0P0,Oxidation (HW);Acetylation (K)
C1G035,Carbamylation;Methylation(KR)
C1GLI9,Carbamidomethylation;Deamidation (NQ);Oxidation (M)
C1G8G0,Acetylation (N-term);Phosphorylation (STY);Carbamidomethylation;Deamidation (NQ)
C1G9D6,Carbamylation
C1G7K8,Acetylation (Protein N-term);Dehydration
C1G2S7,Methylation(KR);Sodium adduct
C1G9P8,Acetylation (N-term);Deamidation (NQ);Carbamidomethylation;Oxidation (M);Dihydroxy
C1GLI2,Phosphorylation (STY);Deamidation (NQ);Sodium adduct
C1GJI0,Carboxyl modification with ethanolamine
C1G8C8,Michael addition with methylamine
C1GJI0,Oxidation (M)
C1G4N0,Sodium adduct
C1G1F2,Methionine replacement by azido homoalanine;Carbamidomethylation
C1G561,Acetylation (Protein N-term)
C1GMZ1,Phosphorylation (STY);Formylation;Carbamidomethylation;Acetylation (K)
C1GLI9,Dimethylation(KR);Acetylation (K)
C1GM03,Phosphorylation (STY);Acetylation (K);Dihydroxy
C1G2S7,Sulfation
C1GLI9,Dihydroxy;Deamidation (NQ)
C1GG28,Deoxy
C1GM00,Formylation;Acetylation (K)
C1GII4,Oxidation (M);Deamidation (NQ)
C1GJI0,Methylation(KR);Deamidation (NQ)
C1GMZ1,Methylation(KR);Carbamylation
C1G989,Dihydroxy
C1GGJ2,Carbamylation;Methylation(KR);Phosphorylation (STY)
C1G8H6,Formylation;Methylation(KR)
C1GKC8,Ethanolation (KR)
C1G0D4,Deamidation (NQ);Carbamidomethylation;Sodium adduct
C1GN32,Dimethylation(KR);Methylation(KR)
C1G0P0,Acetylation (N-term);Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Dihydroxy
C1G371,Acetylation (Protein N-term)
C1G388,Oxidation (M);Deamidation (NQ)
C1G8X9,Acetylation (Protein N-term)
C1GMH9,Amidation
C1GLB8,Dihydroxy
C1FYR1,Carbamidomethylation;Sodium adduct
C1G0D4,Dehydration;Carbamidomethylation;Methylation(KR)
C1G6F6,Oxidation (M);Deamidation (NQ)
C1GII4,Acetylation (N-term);Deamidation (NQ);Dimethylation(KR);Methylation(KR)
C1GBT0,Phosphorylation (STY);Acetylation (K);Methylation(KR)
C1GLV8,2-amino-3-oxo-butanoic_acid
C1GJD0,Deamidation (NQ);Carbamidomethylation;Oxidation (M)
C1G0R1,Acetylation (N-term);Carbamidomethylation
C1GB62,Dimethylation(KR)
C1GM22,Dehydration;Methylation(KR)
C1GGJ2,Formylation (Protein N-term)
A0A0A0HWM5,Methylation(KR);Deamidation (NQ)
C1GLI2,Deamidation (NQ);Phosphorylation (STY)
C1G8C8,Oxidation (M);Deamidation (NQ)
C1GC21,Hypusine
C1GCV8,Deamidation (NQ)
C1GLI9,Acetylation (N-term);Deamidation (NQ);Phosphorylation (STY);Dehydration
C1G3C4,Replacement of proton with ammonium ion
C1G8H6,Biotinylation
C1G6F6,Acetylation (N-term);Deamidation (NQ);Dimethylation(KR);Carboxylation (DKW)
C1GN32,Dihydroxy methylglyoxal adduct
C1GJ38,Carbamidomethylation
C1FYQ2,Biotinylation;Phosphorylation (STY)
C1G5F6,Dehydration;Carbamidomethylation;Methylation(KR);Oxidation (M)
C1G4D1,Dimethylation(KR)
C1GC92,2-amino-3-oxo-butanoic_acid
C1G9D6,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
C1GC48,Formylation;Acetylation (K)
C1FYF8,Sodium adduct;Methylation(KR)
C1GL98,Carboxylation (E);Phosphorylation (STY)
C1GBF1,Phosphorylation (STY);Acetylation (K);Methylation(KR);Amidation;Deamidation (NQ);Oxidation (M);Dihydroxy
C1G9D6,Carbamidomethylation;Oxidation (M)
C1GM00,Carbamidomethylation
