WORD,LastCell
C1GLI2,Formylation;Methylation(KR)
C1GKC9,Deamidation (NQ);Methylation(KR);Amidation;Dimethylation(KR)
C1GBT4,Deamidation (NQ)
A0A0A0HV62,Dihydroxy;Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1G1F2,Lysine oxidation to aminoadipic semialdehyde
C1FZF8,Pyro-glu from Q
C1GA17,Carbamylation;Carbamidomethylation;Methylation(KR)
C1G1C8,Dehydration;Acetylation (K)
C1G2I2,Carbamidomethylation;Ammonia-loss (N)
C1G3T6,Formylation;Acetylation (K);Phosphorylation (STY)
C1GLI9,Oxidation (M)
C1GGT8,Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY);Carbamidomethylation;Dehydration
C1G9C0,Acetylation (N-term);Acetylation (K);Amidation;Oxidation (HW);Phosphorylation (STY);Sodium adduct
C1GHS5,Acetylation (N-term);Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Phosphorylation (STY);Oxidation (M);Carboxylation (E)
C1G1F2,Carbamidomethylation;Methylation(KR);Replacement of proton by lithium;Ethylation;Replacement of proton with ammonium ion;Methylation(others)
C1GHJ0,Sodium adduct;Methylation(KR)
C1GCT8,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G064,Deamidation (NQ);Acetylation (K);Dimethylation(KR);Amidation;Methylation(KR);Phosphorylation (STY);Oxidation (M);Carboxylation (E);Sodium adduct;Dehydration
C1GDJ1,Replacement of proton by lithium
C1GHV2,Carbamidomethylation;Methylation(KR);Deamidation (NQ);Ethylation;Oxidation (M);Methylation(others)
C1G8H6,Dimethylation(KR);Acetylation (K)
C1GMV8,Menadione quinone derivative
C1FZI7,Carboxylation (E)
C1GLX8,Methylation(others)
C1GLI9,Methylation(KR);Deamidation (NQ);Carbamidomethylation;Dehydration
C1GJX3,Carbamidomethylation
C1G2V1,Deamidation (NQ);Sulfation;Carbamidomethylation;Phosphorylation (STY)
C1G3C4,Deamidation (NQ);Oxidation (M);Carbamidomethylation;Sodium adduct;Dehydration;Biotinylation
C1GFA3,Carbamylation;Acetylation (K);Methylation(KR)
C1GE03,Carbamylation;Methylation(KR)
C1GAM9,Dihydroxy;Acetylation (K)
C1G810,Deamidation (NQ);Carbamidomethylation;Methylation(KR);Carboxylation (DKW);Sodium adduct
C1FZ57,Phosphorylation (STY);Carboxylation (E);Acetylation (K)
C1GA13,Aminoethylbenzenesulfonylation
C1GGT8,Oxidation (M);Carbamylation
C1GCK9,Formylation;Acetylation (K)
C1G411,Sulphone;Phosphorylation (STY)
C1G0D4,Propionaldehyde +40;Carbamidomethylation
C1GFG5,Replacement of proton by copper
C1G371,Carbamidomethylation;Oxidation (M);Methylation(others)
C1GCK9,Pyro-glu from Q
C1GN52,Methylation(others)
C1G9P8,Oxidation (M);Carbamidomethylation;Dehydration;Biotinylation
C1G631,Oxidation (M)
C1G989,Hexose (NSY);Deamidation (NQ)
C1GGT8,Methylation(KR);Acetylation (K);Dehydration
C1G3Y8,Carboxylation (E);Methylation(KR)
C1GAF5,Phosphorylation (STY);Deamidation (NQ);Sodium adduct;Methylation(KR);Dimethylation(KR)
C1G942,Oxidation (M);Carbamidomethylation;Methylation(KR)
C1GM00,Carbamidomethylation;EDT-maleimide-PEO-biotin;Methylation(KR);Carboxylation (DKW);Dehydration;Deamidation (R);Oxidation (M);Methylation(others)
C1GA20,Replacement of proton by potassium
C1G1F2,Beta-methylthiolation
C1G5X0,Acetylation (N-term);Carbamidomethylation;Phosphorylation (STY)
C1G4M5,Phosphorylation (STY);Acetylation (K);Methylation(KR);Carboxylation (DKW);Sodium adduct
C1GEM8,Phosphorylation (STY);Deamidation (NQ);Oxidation (M)
C1GM03,Carbamylation;Phosphorylation (STY)
C1FYX6,Oxidation (M);Methylation(KR);Phosphorylation (STY)
C1G1F2,Acetylation (K);Carbamidomethylation;Methylation(KR);Phosphorylation (STY);Oxidation (M)
C1GDJ1,Sodium adduct;Carbamidomethylation;Methylation(KR)
C1GDK2,Dehydration;Deamidation (NQ);Methylation(KR)
C1G631,Methylation(KR)
C1G9X3,Lysine oxidation to aminoadipic semialdehyde
A0A0A0HUJ5,Phosphorylation to pyridyl thiol
C1GLI9,Deamidation (NQ);Carbamidomethylation;Phosphorylation (STY);Dehydration
C1G821,Beta-methylthiolation (ND)
C1FYW9,Acetylation (Protein N-term);Dehydration
C1GG76,Dimethylation(KR)
C1G9I8,Dehydration;Methylation(KR)
C1GAG4,Pyro-glu from Q;Carbamidomethylation
C1GII4,Formylation;Deamidation (NQ)
C1G942,Acetylation (N-term);Sulfation;Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Oxidation (M);Sodium adduct
C1GBZ4,Acetylation (N-term);Methylation(KR);Deamidation (NQ);Phosphorylation (STY);Sodium adduct;Dehydration
C1G821,Pyro-glu from Q;Deamidation (NQ);Methylation(KR)
C1G606,Carbamidomethylation
C1GK99,Carbamidomethylation;Methylation(KR)
C1G065,Oxidation (HW)
C1GGQ3,Deamidation (NQ)
C1GHS5,Amidation
A0A0A0HV62,Phosphorylation (STY);Acetylation (K);Methylation(KR);Dimethylation(KR);Deamidation (NQ);Carboxylation (DKW);Formylation;Dihydroxy;Biotinylation
C1GCI0,Pyro-glu from Q;Methylation(KR)
C1FZI7,Biotinylation;Deamidation (NQ);Acetylation (K)
C1G3T6,Methylation(others)
C1G3Y8,Pyro-glu from Q;Deamidation (NQ);Methylation(KR);Oxidation (M)
C1G0E3,Acetylation (Protein N-term);Carbamidomethylation;Acetylation (K);Methylation(KR);Deamidation (NQ)
C1GLV8,Michael addition with methylamine
C1G002,Formylation;Carbamidomethylation;Acetylation (K)
C1G989,Methylation(KR);Dihydroxy
C1FYJ7,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G5F6,Carbamidomethylation;Methylation(KR);Deamidation (NQ);2-amino-3-oxo-butanoic_acid;Deamidation (R);Michael addition with methylamine
C1GA13,Pyro-glu from Q
C1GN52,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Dimethylation(KR)
C1FYE5,Methylation(others)
C1G4I0,Sodium adduct
C1GCK9,Propargylamine
C1G0X4,Carbamylation
C1G945,Oxidation (M)
C1GLJ7,Carbamidomethylation;Methylation(KR)
C1GHS5,Lysine oxidation to aminoadipic semialdehyde
C1GKC9,Replacement of proton by potassium
C1GLX8,Phosphorylation (STY);Acetylation (K);Methylation(KR);Deamidation (NQ);Oxidation (M);Sodium adduct;Dehydration;Biotinylation
C1G411,Acetylation (N-term);Formylation;Acetylation (K);Dihydroxy
C1GHS5,Dethiomethyl
C1GEN5,Deamidation (NQ);Acetylation (K);Dimethylation(KR);Methylation(KR);Dehydration;Phosphorylation (STY);Carbamidomethylation;Sodium adduct;Dihydroxy
C1G2J3,Amidation
C1GM22,Carbamidomethylation;Oxidation (M)
C1G9P8,Carbamidomethylation;Methylation(others)
A0A0A0HV62,Acetylation (N-term);Formylation;Methylation(KR);Dihydroxy;Acetylation (K);Deamidation (NQ);Phosphorylation (STY);Carboxylation (E);Carbamidomethylation;Sodium adduct;Dehydration
C1G0D4,O-Diisopropylphosphorylation
C1GB47,Menadione quinone derivative
C1G945,Methylation(KR)
C1GI58,Carbamidomethylation
C1GAW6,Carboxymethyl;Carbamidomethylation
C1GEN5,Acetylation (N-term);Deamidation (NQ);Phosphorylation (STY);Carboxylation (E);Hexose (NSY);Carbamidomethylation;Dehydration
C1GMU5,Oxidation (M);Deamidation (NQ)
C1G3Y8,Dihydroxy;Deamidation (NQ);Acetylation (K);Phosphorylation (STY)
C1G3T6,Biotinylation;Methylation(KR)
A0A0A0HV62,Glyoxal-derived hydroimiadazolone
C1GBJ2,Methylation(others)
C1GE52,Formylation;Deamidation (NQ)
C1GFA3,HexNAcylation (N)
C1GMV8,Dihydroxy;Deamidation (NQ)
C1GMZ1,Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Dimethylation(KR)
C1GCF0,2-amino-3-oxo-butanoic_acid
C1G9D7,Carbamidomethylation
C1GMU5,Methylation(others)
C1G0E3,Sodium adduct
C1GE18,Lysine oxidation to aminoadipic semialdehyde;Carbamidomethylation
C1GAG3,Alpha-amino adipic acid
C1G371,Acetylation (K)
C1G821,Deamidation (NQ);Acetylation (K)
C1G4M5,Carboxylation (DKW)
C1GA17,Ethylation
C1GLI2,Dihydroxy;Deamidation (NQ)
C1GN52,Phosphorylation (STY);Methylation(KR)
C1G942,Carbamidomethylation;Sulfation;Methylation(KR);Deamidation (NQ);2-amino-3-oxo-butanoic_acid;Deamidation followed by a methylation;Oxidation (M);Replacement of 2 protons by nickel;Deamidation (R);Methylation(others)
C1GM00,Oxidation (M);Carbamidomethylation;Methylation(KR);Deamidation (NQ);Dehydration
C1G371,Deamidation (NQ);Carbamidomethylation;Dihydroxy
C1GAF5,Deamidation (R)
C1G065,Carboxylation (E)
C1G5V6,Methylation(others)
C1G7C1,Acetylation (N-term);Formylation
C1FYR6,Pyro-glu from Q;Deamidation (NQ);Methylation(KR)
C1GDK7,2-amino-3-oxo-butanoic_acid
C1G989,3-(carbamidomethylthio)propanoyl
C1GC65,Methylation(KR)
C1GAF5,Amidation
C1GGK4,Carbamidomethylation
C1G712,Deamidation (NQ);Acetylation (K)
C1G9C0,Phosphorylation (STY);Amidation;Dihydroxy
C1G1C8,Formylation (Protein N-term)
C1G9P8,Phosphorylation to amine thiol
C1GAT8,Acetylation (Protein N-term)
C1FYH3,Oxidation (M)
C1G3T9,Acetylation (K)
C1FZ06,Pyro-glu from Q
C1GJS2,Carbamylation
C1G3T9,Deamidation (NQ);Dehydration
C1G371,Deamidation followed by a methylation
C1GIX7,2-amino-3-oxo-butanoic_acid
C1GMZ1,Oxidation (M);Dehydration
C1G0X4,Myristoylation;Phosphorylation (STY)
C1GMP8,Oxidation (M);Carbamidomethylation
C1GLM2,Phosphorylation (STY);Acetylation (K);Methylation(KR);Biotinylation
C1G0U1,Dehydration;Methylation(KR)
C1GJT8,Carbamidomethylation
C1GLI9,Phosphorylation (STY);Methylation(KR);Sodium adduct
C1G1T5,Crotonaldehyde
C1GJI0,Methylation(KR)
C1GMZ1,Methylation(KR);Acetylation (K);Carbamylation;Dehydration
C1GFG5,Ubiquitin
C1GAW6,Methylation(others)
C1G3T6,Phosphorylation (STY);Deamidation (NQ);Methylation(KR);Sodium adduct
C1G9P8,Acetylation (N-term);Acetylation (K);Methylation(KR);Deamidation (NQ);Phosphorylation (STY);Dehydration
C1GK99,Deamidation (NQ);Carbamidomethylation;Methylation(KR);Biotinylation
C1GHN0,Pyro-glu from Q
C1G0E5,Oxidation (M);Methylation(KR)
C1G0D4,Carbamidomethylation;Fluorination;Oxidation (HW);Phosphorylation (STY);Proline oxidation to pyroglutamic acid;Methylation(KR);Dethiomethyl;Oxidation (M);2-OH-ethyl thio-Ser;Oxidation or Hydroxylation;Methylation(others);Biotinylation;Dimethylation(KR);Deamidation (NQ);Tryptophan oxidation to oxolactone;2-amino-3-oxo-butanoic_acid;Michael addition with methylamine;Dehydration;Tryptophan oxidation to kynurenin;Dihydroxy;Amidation;Deamidation followed by a methylation;Deamidation (R)
C1G0D4,Phosphorylation (STY);Formylation;Carbamidomethylation;Acetylation (K);Dehydration
C1GM00,Replacement of proton with ammonium ion
C1G0D4,Deamidation (R)
C1GG76,Levuglandinyl-lysine anhyropyrrole adduct
C1G371,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
C1G942,Methylation(KR);Acetylation (K);Deamidation (NQ);Phosphorylation (STY);Carbamidomethylation;Dihydroxy
C1FZ57,Carbamidomethylation
A0A0A0HWK8,Carbamylation
C1G2V1,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
C1G0D4,Amidation
C1G9T0,Carbamylation
C1G675,Oxidation (M)
C1GAM9,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G9D7,Acetylation (N-term);Deamidation (NQ);Dehydration
C1G391,3-(carbamidomethylthio)propanoyl
C1GHF5,Carbamidomethylation;Oxidation (M)
C1G1C8,Sulfation;Phosphorylation (STY)
C1G989,Phosphorylation (STY);Methylation(KR)
A0A0A0HUJ5,Carboxylation (E)
C1GAT8,Carbamylation;Deamidation (NQ);Methylation(KR);Phosphorylation (STY)
C1GLI9,Acetylation (N-term);Methylation(KR);Deamidation (NQ);Carbamylation;Phosphorylation (STY);Sodium adduct
C1GAA3,Carbamidomethylation
"C1G9D7,""Propionamide (K, X@N-term)"""
C1G1P4,Methylation(others);Carbamidomethylation
C1G631,Pyro-glu from Q;Deamidation (NQ)
C1GCI0,Acetylation (K)
C1G5F6,Methionine replacement by azido homoalanine
C1GIX7,Sodium adduct;Acetylation (K);Methylation(KR)
C1GLJ7,Deamidation (NQ);Carbamidomethylation
C1GHS5,Dihydroxy;Phosphorylation (STY)
C1G9P8,Acetylation (K)
C1G0D4,Lysine oxidation to aminoadipic semialdehyde
C1FZ57,Phosphorylation to amine thiol
C1G9P8,Deamidation (NQ);Acetylation (K);Amidation
C1GBJ2,Acetylation (N-term);Acetylation (K);Methylation(KR);Dimethylation(KR);Sodium adduct;Biotinylation
C1GF68,2-amino-3-oxo-butanoic_acid
C1G5Y7,2-amino-3-oxo-butanoic_acid
C1G0G4,Carbamidomethylation;Methylation(KR);Methylation(others)
C1GA17,N-Homocysteine thiolactone
C1G736,Methylation(KR)
C1GEX7,Hexose (NSY);Phosphorylation (STY)
A0A0A0HUJ5,Phosphorylation (STY);Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GA14,2-amino-3-oxo-butanoic_acid
C1G4N0,Oxidation (M)
C1GAG4,Deamidation followed by a methylation
C1G4M5,Acetylation (N-term);Deamidation (NQ);Methylation(KR);Dihydroxy;Dimethylation(KR)
C1G3L4,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
C1GMV8,Methylation(others);Carbamidomethylation
C1GDK2,Methylation(KR);Dehydration
C1GMU5,Phosphorylation (STY);Deamidation (NQ);Methylation(KR);Sodium adduct
C1GGT8,Acetylation (N-term);Deamidation (NQ);Acetylation (K);Biotinylation
C1GCT8,Oxidation (M)
C1GDJ1,Acetylation (N-term);Sulfation;Acetylation (K);Methylation(KR);Amidation;Carboxylation (DKW);Phosphorylation (STY);Dehydration
C1GLM2,Acetylation (N-term);Acetylation (K);Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Sulphone;Phosphorylation (STY);Formylation
C1GLV8,Ubiquitin
C1GCV9,Oxidation (M)
C1GAM1,Methylation(others)
C1G9D7,Deamidation (NQ);Methylation(KR);Phosphorylation (STY)
C1GLI2,Methylation(others);Carbamidomethylation
C1GBT0,Dehydration;Carbamidomethylation;Methylation(KR)
C1GKC9,Dehydration;Acetylation (K);Methylation(KR)
C1GKC9,Dihydroxy;Carbamidomethylation
C1G712,Biotinylation;Phosphorylation (STY)
C1G5V6,Phosphorylation (STY);Deamidation (NQ);Methylation(KR)
C1GCT8,Methylation(KR);Deamidation (NQ);Carbamidomethylation;Phosphorylation (STY)
C1G0X4,Pyro-glu from Q;Deamidation (NQ);Methylation(KR)
A0A0A0HWS3,Acetylation (N-term);Methylation(KR);Phosphorylation (STY);Dimethylation(KR)
C1G0X9,Oxidation (M)
C1GA20,Acetylation (N-term);Sulfation;Methylation(KR);Dimethylation(KR);Phosphorylation (STY);Dehydration
A0A0A0HVP8,Phosphorylation (STY);Deamidation (NQ)
C1GCI0,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
C1G810,Methylation(KR);Carbamidomethylation;Acetylation (K);Amidation;Dehydration
C1GEM8,Pyro-glu from Q
C1G3Y6,Oxidation (M);Carbamidomethylation
C1G810,Acetylation (N-term);Methylation(KR)
C1FYX6,Deamidation (NQ);Methylation(KR);Sodium adduct;Phosphorylation (STY)
C1G1P4,Carbamidomethylation
A0A0A0HS69,Ubiquitin
C1GN84,Carbamidomethylation
C1G0E5,Proline oxidation to pyroglutamic acid
C1G065,Formylation;Deamidation (NQ);Acetylation (K);Methylation(KR)
C1FYR6,Oxidation (M);Sulfation
C1GLM2,glycosylphosphatidylinositol
C1GDJ1,Dihydroxy;Acetylation (K)
C1GK99,Biotinylation
C1FZI7,Deamidation (NQ);Methylation(KR);Carbamidomethylation;Sodium adduct;Dimethylation(KR)
C1GCG8,Oxidation (M)
C1GM97,Carbamidomethylation
C1GLI9,Amidation
C1GHJ0,Acetylation (N-term);Acetylation (K);Sodium adduct;Dihydroxy
C1GM00,Replacement of proton by lithium
C1GEN5,Formylation
C1G065,Proline oxidation to pyroglutamic acid
C1GKR7,Oxidation (M)
C1GMV8,Carbamidomethylation;Methylation(KR);Phosphorylation (STY)
A0A0A0HRM2,Dihydroxy
C1GLA5,4-sulfophenyl isothiocyanate
C1FZ57,Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY);Dihydroxy
C1GLI2,Carbamidomethylation;Arginine oxidation to glutamic semialdehyde;Methylation(KR)
C1G3C4,Acetylation (N-term);Methylation(KR);Dehydration
C1G3Y8,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G064,Deoxy
A0A0A0HS69,Deamidation (NQ);Methylation(KR);Phosphorylation (STY)
C1GKR7,Methylation(KR)
C1FYR6,Michael addition with methylamine
C1GN52,Oxidation (M);Dehydration
C1GLV8,Oxidation (M)
C1GHD0,Oxidation (M)
C1GMU5,Formation of five membered aromatic heterocycle
C1GMI8,Carbamidomethylation
A0A0A0HRG7,Oxidation (M);Carbamidomethylation
C1G3Y8,LeudimethylArgGlyGly
C1GGT8,Amidation
C1GHE4,Dehydration
C1GAG4,4-hydroxynonenal (HNE)
A0A0A0HV62,O-Isopropylphosphorylation
C1GA17,Carboxylation (DKW);Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1G002,Carbamylation;Carbamidomethylation;Phosphorylation (STY)
C1FZG2,Carbamidomethylation
C1G283,Carbamylation;Acetylation (K)
C1G1F2,Oxidation (M);Deamidation (NQ);Carbamidomethylation;Methylation(KR);Amidation
C1GLV8,Methylation(KR)
C1GJT8,Acetylation (Protein N-term)
C1G0E5,Carbamylation;Deamidation (NQ);Methylation(KR)
C1G8H6,Oxidation (M)
C1G1F2,Biotinylation;Deamidation (NQ)
C1GM00,Sodium adduct;Deamidation (NQ);Methylation(KR)
C1GM00,Dehydration;Deamidation (NQ);Methylation(KR)
C1FYJ7,Methylation(KR)
C1G9R9,Methylation(KR);Deamidation (NQ)
C1GAG3,Carbamylation;Phosphorylation (STY)
A0A0A0HT80,Formylation
A0A0A0HWS3,Carboxylation (E);Oxidation (M)
C1GM03,Phosphorylation (STY);Biotinylation;Dimethylation(KR);Sodium adduct
C1G8H6,Methylation(KR)
C1GGT8,Lysine oxidation to aminoadipic semialdehyde;Carbamidomethylation
C1FYW9,4-sulfophenyl isothiocyanate
C1G391,Phosphorylation (STY);Formylation;Deamidation (NQ)
C1GFA3,Dehydroalanine (Y)
C1GGT8,Dethiomethyl
C1G2B7,Carbamidomethylation
C1FYX6,Pyrrolidone from Proline
C1G0E3,Deamidation (NQ);Carbamidomethylation;Methylation(KR);Amidation;Dihydroxy
C1G792,Carbamidomethylation
C1GM00,Carbamylation;Carbamidomethylation;Methylation(KR)
A0A0A0HYV6,Dihydroxy
C1G833,2-amino-3-oxo-butanoic_acid
C1GEN5,Diethylation;Carbamidomethylation
C1G064,Persulfide
C1GGE1,Pyro-glu from Q
C1G1P4,Deamidation (NQ)
C1GMZ1,Acetylation (N-term);Acetylation (K);Dimethylation(KR);Deamidation (NQ);Carbamylation;Phosphorylation (STY);Carboxylation (E);Dehydration;Biotinylation
C1GAM5,Carbamidomethylation;Ammonia-loss (N);Dimethylation(KR);Oxidation (M);Formation of five membered aromatic heterocycle
C1G3T6,Acetylation (N-term);Methylation(KR);Deamidation (NQ);Dehydration;Phosphorylation (STY);Dihydroxy
C1FZI7,Acetylation (N-term);Acetylation (K);Methylation(KR);Deamidation (NQ);Carbamylation;Phosphorylation (STY);Carbamidomethylation;Sodium adduct;Biotinylation
A0A0A0HV89,Carbamidomethylation
C1GAT8,Dehydration;Methylation(KR);Phosphorylation (STY)
C1GLU6,Dehydration;Carbamidomethylation;Methylation(KR)
C1GKG3,Methylation(others)
"C1GHV2,""Propionamide (K, X@N-term)"""
C1G6T3,2-amino-3-oxo-butanoic_acid
C1FZ57,Biotinylation
C1G4K1,Oxidation (M)
C1GMC8,Pyro-glu from Q
A0A0A0HV62,Oxidation (M);Acetylation (K);Methylation(KR);Dihydroxy
C1G8E5,Methylation(others)
C1GIX7,Carboxylation (DKW)
C1GAM9,Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Dihydroxy
C1GAT8,Propionaldehyde +40
C1G4M5,Carbamidomethylation;Acetylation (K);Methylation(KR);Dihydroxy;Deamidation (NQ);Oxidation (M);Guanidination;Methylation(others)
C1G8H6,Deamidation (NQ);Amidation;Methylation(KR);Phosphorylation (STY)
A0A0A0HT80,Methylphosphonylation
C1GLI2,Acetylation (K);Methylation(KR)
C1GDJ1,Pyro-glu from Q
C1FZT8,Deamidation (NQ);Methylation(KR)
C1GHM0,Carbamidomethylation
C1G4K1,Methylation(KR)
A0A0A0HV62,Methylation(KR);Deamidation (NQ);Acetylation (K);Phosphorylation (STY)
C1G5V6,Amidation;Acetylation (K)
C1GLI2,Deamidation (NQ)
C1G1F2,Proline oxidation to pyroglutamic acid
C1GJT3,Carbamidomethylation
C1G942,Deamidation (NQ);Phosphorylation (STY);Methylation(KR);Amidation;Dehydration
C1GDK2,2-amino-3-oxo-butanoic_acid
C1G002,Hexose (NSY)
C1GBG1,Pyro-glu from Q;Carbamidomethylation
C1GLX8,Deamidation (NQ);Carbamidomethylation;Methylation(KR);Phosphorylation (STY);Biotinylation
C1GM00,Methylation(KR);Amidation;Sulphone;Oxidation (M);Carbamidomethylation;Dehydration
A0A0A0HT80,Methylation(others)
C1G9C0,Oxidation (HW)
C1G0D4,Oxidation (HW)
C1G820,Ammonia-loss (N)
C1G3T9,Dehydration;Deamidation (NQ);Methylation(KR)
C1FZI7,Phosphorylation (STY);Acetylation (K);Methylation(KR);Oxidation (M);Dihydroxy
C1GBZ4,Dehydration;Methylation(KR)
C1G750,Oxidation (M)
C1FZT8,Oxidation (M)
C1GN52,Proline oxidation to pyroglutamic acid
C1G820,Carboxylation (E)
C1G810,2-amino-3-oxo-butanoic_acid
C1G821,Deoxy
C1GM03,Biotinylation;Acetylation (K)
C1GLM2,Deamidation (NQ);Methylation(KR);Dihydroxy;Carboxylation (E);Carbamidomethylation;Dehydration
C1GMV8,Acetylation (Protein N-term);Methylation(KR);Dimethylation(KR);Phosphorylation (STY);Dehydration
C1G0N2,Methylation(KR)
C1GMZ1,Phosphorylation (STY);Acetylation (K);Dimethylation(KR);Amidation;Formylation;Dihydroxy
C1GAM9,Methylation(KR)
C1GCV9,Acetylation (N-term);Acetylation (K)
C1G9A3,Deamidation (NQ);Amidation
C1G0P4,Pyro-glu from Q
C1GA17,Acetylation (N-term);Methylation(KR);Deamidation (NQ);Carbamylation;Carboxylation (DKW);Dehydration;Phosphorylation (STY);Dihydroxy
C1FZT8,Methylation(KR)
C1GMZ1,Amidation
A0A0A0HRM2,Carbamidomethylation
C1GGR5,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
C1G7A3,2-amino-3-oxo-butanoic_acid
C1GE11,Oxidation (M)
C1GFG5,Methylation(KR);Dihydroxy;Acetylation (K);Phosphorylation (STY);Dehydration
C1GDJ1,HexNAcylation (N);Deamidation (NQ)
C1G821,Pyridoxal phosphate
C1GDK2,Sodium adduct
A0A0A0HV62,Deamidation (NQ);Acetylation (K);Methylation(KR);Carboxylation (DKW);Phosphorylation (STY);Oxidation (M);Biotinylation
C1FYR6,Ubiquitin
C1G6I0,Carbamidomethylation
C1GDJ1,Deamidation (NQ);Acetylation (K);Methylation(KR);HexNAcylation (N);Phosphorylation (STY);Carbamidomethylation;Dehydration
C1GHV2,Methylation(others);Carbamidomethylation
